id,device_id,temperature,gas,severity,risk_score,allocation,fog_latency,cloud_latency,bandwidth_bytes,sla_violation,timestamp
1942,esp34,30.0,687,WARNING,0.643,FOG_AND_CLOUD,6.137821999800508,,0,0,1771970889.410441
1943,esp40,43.0,483,NORMAL,0.627,CLOUD_EXECUTION,6.115825999586377,,0,0,1771970889.4192612
1944,esp45,26.0,259,NORMAL,0.36,CLOUD_EXECUTION,6.187674000102561,,0,0,1771970889.42794
1945,esp43,40.0,262,NORMAL,0.474,CLOUD_EXECUTION,6.311684999673162,,0,0,1771970889.436834
1946,esp31,31.0,679,WARNING,0.646,FOG_AND_CLOUD,6.100122998759616,,0,0,1771970889.4453378
1947,esp29,28.0,520,WARNING,0.529,FOG_AND_CLOUD,6.121755999629386,,0,0,1771970889.4538908
1948,esp41,39.0,569,WARNING,0.646,FOG_AND_CLOUD,5.9926180001639295,,0,0,1771970889.4622695
1949,esp23,41.0,785,CRITICAL,0.788,FOG_EXECUTION,9.469078000620357,,0,0,1771970889.4759965
1950,esp47,32.0,453,NORMAL,0.522,CLOUD_EXECUTION,9.276673999920604,,0,0,1771970889.4886003
1951,esp3,35.0,725,WARNING,0.705,FOG_AND_CLOUD,26.954793000186328,,0,0,1771970889.8171585
1952,esp1,41.0,449,NORMAL,0.591,CLOUD_EXECUTION,6.603662000998156,,0,0,1771970889.8364208
1953,esp7,38.0,753,WARNING,0.746,FOG_AND_CLOUD,6.4269579997926485,,0,0,1771970889.845281
1954,esp9,27.0,521,WARNING,0.522,FOG_AND_CLOUD,6.336309999824152,,0,0,1771970889.8543496
1955,esp15,31.0,585,WARNING,0.591,FOG_AND_CLOUD,6.508934000521549,,0,0,1771970889.8638623
1956,esp22,34.0,412,NORMAL,0.514,CLOUD_EXECUTION,6.527601000925642,,0,0,1771970889.8728664
1957,esp17,36.0,517,WARNING,0.591,FOG_AND_CLOUD,6.305527000222355,,0,0,1771970889.8816183
1958,esp8,36.0,610,WARNING,0.646,FOG_AND_CLOUD,6.136537000202225,,0,0,1771970889.8903008
1959,esp10,40.0,233,NORMAL,0.457,CLOUD_EXECUTION,6.310107000899734,,0,0,1771970889.8994956
1960,esp2,40.0,571,WARNING,0.655,FOG_AND_CLOUD,6.199761999596376,,0,0,1771970889.9080794
1961,esp36,34.0,228,NORMAL,0.406,CLOUD_EXECUTION,6.097565999880317,,0,0,1771970889.9165266
1962,esp5,34.0,513,WARNING,0.573,FOG_AND_CLOUD,6.658013999185641,,0,0,1771970889.925608
1963,esp14,27.0,514,WARNING,0.517,FOG_AND_CLOUD,6.451627001297311,,0,0,1771970889.934606
1964,esp19,39.0,253,NORMAL,0.46,CLOUD_EXECUTION,6.239764001293224,,0,0,1771970889.9432695
1965,esp4,43.0,727,CRITICAL,0.77,FOG_EXECUTION,6.160169999930076,,0,0,1771970889.9518418
1966,esp6,36.0,220,NORMAL,0.417,CLOUD_EXECUTION,6.652336000115611,,0,0,1771970889.9614239
1967,esp18,34.0,297,NORMAL,0.446,CLOUD_EXECUTION,6.408145000023069,,0,0,1771970889.9705188
1968,esp48,44.0,428,NORMAL,0.603,CLOUD_EXECUTION,6.318428999293246,,0,0,1771970889.9794145
1969,esp11,27.0,320,NORMAL,0.404,CLOUD_EXECUTION,6.159847000162699,,0,0,1771970889.9883351
1970,esp13,28.0,360,NORMAL,0.435,CLOUD_EXECUTION,6.1958700007380685,,0,0,1771970889.9974608
1971,esp12,30.0,398,NORMAL,0.473,CLOUD_EXECUTION,6.312216999504017,,0,0,1771970890.0063653
1972,esp24,25.0,547,WARNING,0.521,FOG_AND_CLOUD,6.235119999473682,,0,0,1771970890.015081
1973,esp30,34.0,487,NORMAL,0.558,CLOUD_EXECUTION,6.7087399984302465,,0,0,1771970890.0242763
1974,esp49,31.0,437,NORMAL,0.504,CLOUD_EXECUTION,6.464262000008603,,0,0,1771970890.0333083
1975,esp35,29.0,448,NORMAL,0.495,CLOUD_EXECUTION,6.172188999698847,,0,0,1771970890.042034
1976,esp42,30.0,323,NORMAL,0.429,CLOUD_EXECUTION,7.024032000117586,,0,0,1771970890.050969
1977,esp39,36.0,435,NORMAL,0.543,CLOUD_EXECUTION,6.726493000314804,,0,0,1771970890.060199
1978,esp26,37.0,601,WARNING,0.648,FOG_AND_CLOUD,6.280128000071272,,0,0,1771970890.0689883
1979,esp20,35.0,303,NORMAL,0.458,CLOUD_EXECUTION,6.278357999690343,,0,0,1771970890.077773
1980,esp44,42.0,730,CRITICAL,0.764,FOG_EXECUTION,6.247567000173149,,0,0,1771970890.086552
1981,esp33,30.0,207,NORMAL,0.361,CLOUD_EXECUTION,6.448930000260589,,0,0,1771970890.0962956
1982,esp50,42.0,475,NORMAL,0.615,CLOUD_EXECUTION,6.3613910006097285,,0,0,1771970890.105196
1983,esp37,26.0,665,WARNING,0.598,FOG_AND_CLOUD,6.250230999285122,,0,0,1771970890.1139565
1984,esp25,39.0,311,NORMAL,0.494,CLOUD_EXECUTION,6.176486998811015,,0,0,1771970890.1226943
1985,esp28,31.0,212,NORMAL,0.372,CLOUD_EXECUTION,6.190463998791529,,0,0,1771970890.13166
1986,esp38,43.0,605,CRITICAL,0.699,FOG_EXECUTION,6.297515001278953,,0,0,1771970890.139901
1987,esp32,31.0,691,WARNING,0.653,FOG_AND_CLOUD,7.161581999753253,,0,0,1771970890.1502693
1988,esp21,38.0,436,NORMAL,0.56,CLOUD_EXECUTION,6.924469000296085,,0,0,1771970890.1598995
1989,esp16,40.0,292,NORMAL,0.491,CLOUD_EXECUTION,6.319107000308577,,0,0,1771970890.1692922
1990,esp27,37.0,427,NORMAL,0.546,CLOUD_EXECUTION,6.246356999326963,,0,0,1771970890.1780105
1991,esp46,41.0,303,NORMAL,0.506,CLOUD_EXECUTION,6.419258999812882,,0,0,1771970890.1869445
1992,esp40,36.0,601,WARNING,0.64,FOG_AND_CLOUD,7.6817530007247115,,0,0,1771970890.1970842
1993,esp34,30.0,495,NORMAL,0.53,CLOUD_EXECUTION,6.329314001050079,,0,0,1771970890.205906
1994,esp45,28.0,219,NORMAL,0.352,CLOUD_EXECUTION,6.796497000323143,,0,0,1771970890.21516
1995,esp41,30.0,209,NORMAL,0.363,CLOUD_EXECUTION,6.114575000538025,,0,0,1771970890.2238152
1996,esp43,32.0,686,WARNING,0.658,FOG_AND_CLOUD,6.908994999321294,,0,0,1771970890.2337303
1997,esp23,26.0,306,NORMAL,0.387,CLOUD_EXECUTION,6.549932000780245,,0,0,1771970890.2427473
1998,esp29,32.0,457,NORMAL,0.524,CLOUD_EXECUTION,6.271856000239495,,0,0,1771970890.251437
1999,esp31,36.0,769,WARNING,0.739,FOG_AND_CLOUD,6.187375000081374,,0,0,1771970890.2602048
2000,esp47,43.0,452,NORMAL,0.609,CLOUD_EXECUTION,6.476577000285033,,0,0,1771970890.2694995
2001,esp3,25.0,765,WARNING,0.649,FOG_AND_CLOUD,23.552591999759898,,0,0,1771970890.8150136
2002,esp1,38.0,477,NORMAL,0.584,CLOUD_EXECUTION,18.523067999922205,,0,0,1771970890.8505945
2003,esp7,45.0,295,NORMAL,0.533,CLOUD_EXECUTION,6.234398999367841,,0,0,1771970890.8595827
2004,esp9,38.0,443,NORMAL,0.564,CLOUD_EXECUTION,6.135075998827233,,0,0,1771970890.8682141
2005,esp15,25.0,361,NORMAL,0.412,CLOUD_EXECUTION,7.284156999958213,,0,0,1771970890.8778994
2006,esp22,36.0,711,WARNING,0.705,FOG_AND_CLOUD,6.206285999724059,,0,0,1771970890.8865504
2007,esp17,26.0,661,WARNING,0.596,FOG_AND_CLOUD,6.234398999367841,,0,0,1771970890.895107
2008,esp10,40.0,777,CRITICAL,0.776,FOG_EXECUTION,6.1826399996789405,,0,0,1771970890.9040005
2009,esp2,45.0,721,CRITICAL,0.783,FOG_EXECUTION,6.3201560005836654,,0,0,1771970890.9135244
2010,esp14,41.0,395,NORMAL,0.56,CLOUD_EXECUTION,6.196148000526591,,0,0,1771970890.9227116
2011,esp36,26.0,500,WARNING,0.501,FOG_AND_CLOUD,6.165699000121094,,0,0,1771970890.9313974
2012,esp8,39.0,402,NORMAL,0.548,CLOUD_EXECUTION,6.475279000369483,,0,0,1771970890.9405682
2013,esp19,32.0,703,WARNING,0.668,FOG_AND_CLOUD,6.250886999623617,,0,0,1771970890.9493225
2014,esp4,34.0,372,NORMAL,0.49,CLOUD_EXECUTION,6.1080779996700585,,0,0,1771970890.9578469
2015,esp5,44.0,629,CRITICAL,0.721,FOG_EXECUTION,6.364729999404517,,0,0,1771970890.9667003
2016,esp6,43.0,500,NORMAL,0.637,CLOUD_EXECUTION,6.76269100040372,,0,0,1771970890.9763606
2017,esp48,29.0,603,WARNING,0.586,FOG_AND_CLOUD,6.372663001457113,,0,0,1771970890.9851713
2018,esp11,29.0,263,NORMAL,0.386,CLOUD_EXECUTION,6.819526999606751,,0,0,1771970890.9938316
2019,esp18,36.0,712,WARNING,0.706,FOG_AND_CLOUD,6.1811559990019305,,0,0,1771970891.0027697
2020,esp13,40.0,673,CRITICAL,0.715,FOG_EXECUTION,6.174244001158513,,0,0,1771970891.011722
2021,esp12,25.0,753,WARNING,0.642,FOG_AND_CLOUD,6.238055999347125,,0,0,1771970891.0208752
2022,esp24,40.0,531,WARNING,0.631,FOG_AND_CLOUD,6.422501000997727,,0,0,1771970891.0297072
2023,esp30,35.0,291,NORMAL,0.451,CLOUD_EXECUTION,6.2252499992609955,,0,0,1771970891.0385547
2024,esp49,35.0,794,WARNING,0.746,FOG_AND_CLOUD,6.158881998999277,,0,0,1771970891.0475094
2025,esp42,36.0,386,NORMAL,0.514,CLOUD_EXECUTION,6.299994998698821,,0,0,1771970891.0563297
2026,esp44,27.0,467,NORMAL,0.49,CLOUD_EXECUTION,6.1375490004138555,,0,0,1771970891.0649526
2027,esp33,35.0,573,WARNING,0.616,FOG_AND_CLOUD,6.60985200011055,,0,0,1771970891.074275
2028,esp20,38.0,513,WARNING,0.605,FOG_AND_CLOUD,6.9883819996903185,,0,0,1771970891.0831797
2029,esp35,29.0,251,NORMAL,0.379,CLOUD_EXECUTION,6.349308998323977,,0,0,1771970891.0918972
2030,esp37,39.0,508,WARNING,0.61,FOG_AND_CLOUD,6.149079999886453,,0,0,1771970891.1005707
2031,esp25,45.0,544,WARNING,0.679,FOG_AND_CLOUD,6.200163001267356,,0,0,1771970891.109717
2032,esp50,37.0,578,WARNING,0.635,FOG_AND_CLOUD,6.179130999953486,,0,0,1771970891.118361
2033,esp39,44.0,790,CRITICAL,0.815,FOG_EXECUTION,6.22987099995953,,0,0,1771970891.1271353
2034,esp38,44.0,722,CRITICAL,0.775,FOG_EXECUTION,6.370408000293537,,0,0,1771970891.1362755
2035,esp26,29.0,795,WARNING,0.698,FOG_AND_CLOUD,6.276909998632618,,0,0,1771970891.146227
2036,esp28,26.0,541,WARNING,0.525,FOG_AND_CLOUD,6.578368998816586,,0,0,1771970891.1555908
2037,esp21,32.0,500,WARNING,0.549,FOG_AND_CLOUD,6.178126999657252,,0,0,1771970891.1641796
2038,esp16,30.0,649,WARNING,0.621,FOG_AND_CLOUD,7.763460998830851,,0,0,1771970891.174592
2039,esp32,37.0,236,NORMAL,0.434,CLOUD_EXECUTION,6.761908000044059,,0,0,1771970891.1837828
2040,esp27,30.0,558,WARNING,0.567,FOG_AND_CLOUD,6.226894000064931,,0,0,1771970891.1925023
2041,esp46,36.0,262,NORMAL,0.442,CLOUD_EXECUTION,6.043245999535429,,0,0,1771970891.2009842
2042,esp40,33.0,224,NORMAL,0.395,CLOUD_EXECUTION,6.305639999482082,,0,0,1771970891.2101765
2043,esp34,37.0,626,WARNING,0.663,FOG_AND_CLOUD,6.135309000455891,,0,0,1771970891.2188084
2044,esp45,36.0,469,NORMAL,0.563,CLOUD_EXECUTION,6.096012999478262,,0,0,1771970891.2272432
2045,esp31,32.0,361,NORMAL,0.468,CLOUD_EXECUTION,6.061894999220385,,0,0,1771970891.2356675
2046,esp43,43.0,385,NORMAL,0.57,CLOUD_EXECUTION,6.339723000564845,,0,0,1771970891.2448008
2047,esp29,36.0,384,NORMAL,0.513,CLOUD_EXECUTION,6.598482999834232,,0,0,1771970891.2538476
2048,esp41,30.0,554,WARNING,0.565,FOG_AND_CLOUD,6.246414999623084,,0,0,1771970891.2626283
2049,esp23,28.0,521,WARNING,0.53,FOG_AND_CLOUD,6.201890000738786,,0,0,1771970891.2712374
2050,esp47,45.0,243,NORMAL,0.503,CLOUD_EXECUTION,6.188211998960469,,0,0,1771970891.2802584
2051,esp1,32.0,320,NORMAL,0.444,CLOUD_EXECUTION,23.647926998819457,,0,0,1771970891.8160832
2052,esp3,44.0,410,NORMAL,0.592,CLOUD_EXECUTION,6.1434210001607426,,0,0,1771970891.8353398
2053,esp7,28.0,402,NORMAL,0.46,CLOUD_EXECUTION,6.328338000457734,,0,0,1771970891.8441792
2054,esp9,26.0,455,NORMAL,0.475,CLOUD_EXECUTION,6.086940999011858,,0,0,1771970891.8527052
2055,esp15,30.0,364,NORMAL,0.453,CLOUD_EXECUTION,6.2289460001920816,,0,0,1771970891.8625128
2056,esp22,45.0,677,CRITICAL,0.757,FOG_EXECUTION,6.298054000581033,,0,0,1771970891.8719203
2057,esp17,27.0,270,NORMAL,0.374,CLOUD_EXECUTION,6.159290000141482,,0,0,1771970891.8810503
2058,esp10,40.0,748,CRITICAL,0.759,FOG_EXECUTION,7.398654999633436,,0,0,1771970891.8910093
2059,esp2,44.0,448,NORMAL,0.615,CLOUD_EXECUTION,6.3722979994054185,,0,0,1771970891.9003847
2060,esp14,32.0,258,NORMAL,0.407,CLOUD_EXECUTION,6.4936109993141145,,0,0,1771970891.9106011
2061,esp5,45.0,318,NORMAL,0.547,CLOUD_EXECUTION,6.230831000721082,,0,0,1771970891.9197776
2062,esp36,44.0,341,NORMAL,0.552,CLOUD_EXECUTION,6.437433999963105,,0,0,1771970891.9286838
2063,esp8,45.0,444,NORMAL,0.62,CLOUD_EXECUTION,6.044871000995045,,0,0,1771970891.937251
2064,esp4,45.0,462,NORMAL,0.631,CLOUD_EXECUTION,6.535079000968835,,0,0,1771970891.946591
2065,esp19,34.0,412,NORMAL,0.514,CLOUD_EXECUTION,6.302719999439432,,0,0,1771970891.9558592
2066,esp6,35.0,214,NORMAL,0.406,CLOUD_EXECUTION,6.122061000496615,,0,0,1771970891.9653718
2067,esp11,39.0,574,WARNING,0.649,FOG_AND_CLOUD,6.81459299994458,,0,0,1771970891.9740324
2068,esp48,40.0,422,NORMAL,0.568,CLOUD_EXECUTION,6.1067419992468785,,0,0,1771970891.983493
2069,esp12,26.0,517,WARNING,0.511,FOG_AND_CLOUD,6.2817979996907525,,0,0,1771970891.9925544
2070,esp13,43.0,263,NORMAL,0.498,CLOUD_EXECUTION,6.917778000570252,,0,0,1771970892.0013337
2071,esp18,30.0,403,NORMAL,0.476,CLOUD_EXECUTION,6.166932998894481,,0,0,1771970892.0104694
2072,esp30,37.0,541,WARNING,0.613,FOG_AND_CLOUD,7.0829030009917915,,0,0,1771970892.0210743
2073,esp24,37.0,324,NORMAL,0.486,CLOUD_EXECUTION,9.49948199922801,,0,0,1771970892.0348449
2074,esp49,28.0,630,WARNING,0.594,FOG_AND_CLOUD,8.952869999120594,,0,0,1771970892.0469043
2075,esp42,44.0,366,NORMAL,0.567,CLOUD_EXECUTION,8.885356999599026,,0,0,1771970892.05845
2076,esp33,44.0,440,NORMAL,0.61,CLOUD_EXECUTION,11.992611998721259,,0,0,1771970892.0732868
2077,esp44,43.0,482,NORMAL,0.627,CLOUD_EXECUTION,6.257973998799571,,0,0,1771970892.0824974
2078,esp37,31.0,771,WARNING,0.7,FOG_AND_CLOUD,6.314858999758144,,0,0,1771970892.091897
2079,esp25,36.0,296,NORMAL,0.462,CLOUD_EXECUTION,6.2342870005522855,,0,0,1771970892.1017609
2080,esp20,26.0,446,NORMAL,0.47,CLOUD_EXECUTION,6.060655998226139,,0,0,1771970892.110195
2081,esp35,28.0,350,NORMAL,0.429,CLOUD_EXECUTION,6.533228999614948,,0,0,1771970892.1190298
2082,esp50,31.0,223,NORMAL,0.379,CLOUD_EXECUTION,6.174293999720248,,0,0,1771970892.1291182
2083,esp26,34.0,660,WARNING,0.659,FOG_AND_CLOUD,6.127983999249409,,0,0,1771970892.1380785
2084,esp39,26.0,271,NORMAL,0.367,CLOUD_EXECUTION,6.298016000073403,,0,0,1771970892.147656
2085,esp38,44.0,222,NORMAL,0.482,CLOUD_EXECUTION,6.127378999735811,,0,0,1771970892.1563048
2086,esp21,25.0,459,NORMAL,0.469,CLOUD_EXECUTION,6.422047999876668,,0,0,1771970892.1655324
2087,esp16,35.0,537,WARNING,0.595,FOG_AND_CLOUD,6.181755999932648,,0,0,1771970892.1741023
2088,esp28,39.0,599,WARNING,0.663,FOG_AND_CLOUD,6.171570001242799,,0,0,1771970892.1827872
2089,esp32,30.0,548,WARNING,0.561,FOG_AND_CLOUD,6.799128001148347,,0,0,1771970892.191392
2090,esp27,31.0,345,NORMAL,0.45,CLOUD_EXECUTION,6.839050000053248,,0,0,1771970892.200388
2091,esp46,35.0,388,NORMAL,0.508,CLOUD_EXECUTION,7.638302000486874,,0,0,1771970892.2107913
2092,esp40,33.0,455,NORMAL,0.531,CLOUD_EXECUTION,7.755448999887449,,0,0,1771970892.2210562
2093,esp34,31.0,578,WARNING,0.587,FOG_AND_CLOUD,6.060907000573934,,0,0,1771970892.2296402
2094,esp45,45.0,529,WARNING,0.67,FOG_AND_CLOUD,6.484114999693702,,0,0,1771970892.239284
2095,esp43,43.0,221,NORMAL,0.474,CLOUD_EXECUTION,6.21675000002142,,0,0,1771970892.2489598
2096,esp29,27.0,587,WARNING,0.56,FOG_AND_CLOUD,5.970649999653688,,0,0,1771970892.2573926
2097,esp31,33.0,590,WARNING,0.61,FOG_AND_CLOUD,6.150545001219143,,0,0,1771970892.2681453
2098,esp23,45.0,359,NORMAL,0.571,CLOUD_EXECUTION,6.220643999768072,,0,0,1771970892.2779872
2099,esp41,37.0,450,NORMAL,0.56,CLOUD_EXECUTION,6.253159999687341,,0,0,1771970892.2866993
2100,esp47,42.0,682,CRITICAL,0.736,FOG_EXECUTION,6.200056999659864,,0,0,1771970892.2969472
2101,esp1,33.0,351,NORMAL,0.47,CLOUD_EXECUTION,22.68411700060824,,0,0,1771970892.8169866
2102,esp3,45.0,493,NORMAL,0.649,CLOUD_EXECUTION,22.266181998929824,,0,0,1771970892.8575628
2103,esp7,41.0,437,NORMAL,0.584,CLOUD_EXECUTION,6.285035999098909,,0,0,1771970892.8670983
2104,esp9,41.0,639,CRITICAL,0.703,FOG_EXECUTION,6.318470001133392,,0,0,1771970892.876105
2105,esp22,32.0,516,WARNING,0.559,FOG_AND_CLOUD,6.288786000368418,,0,0,1771970892.885219
2106,esp15,40.0,297,NORMAL,0.494,CLOUD_EXECUTION,6.441987001380767,,0,0,1771970892.8963223
2107,esp10,31.0,396,NORMAL,0.48,CLOUD_EXECUTION,7.36965199939732,,0,0,1771970892.9061441
2108,esp17,37.0,461,NORMAL,0.566,CLOUD_EXECUTION,6.7870729999413015,,0,0,1771970892.9148383
2109,esp2,45.0,205,NORMAL,0.48,CLOUD_EXECUTION,6.1447770003724145,,0,0,1771970892.9233863
2110,esp14,27.0,379,NORMAL,0.438,CLOUD_EXECUTION,6.158825000966317,,0,0,1771970892.931926
2111,esp36,30.0,513,WARNING,0.541,FOG_AND_CLOUD,6.1431190006260294,,0,0,1771970892.9408689
2112,esp8,34.0,504,WARNING,0.568,FOG_AND_CLOUD,6.77573600114556,,0,0,1771970892.9494293
2113,esp5,35.0,446,NORMAL,0.542,CLOUD_EXECUTION,6.107102999521885,,0,0,1771970892.958003
2114,esp4,26.0,664,WARNING,0.597,FOG_AND_CLOUD,6.253425000977586,,0,0,1771970892.9669409
2115,esp12,43.0,509,WARNING,0.643,FOG_AND_CLOUD,6.1723810013063485,,0,0,1771970892.9759555
2116,esp11,38.0,420,NORMAL,0.55,CLOUD_EXECUTION,6.193740000526304,,0,0,1771970892.9849672
2117,esp6,33.0,681,WARNING,0.663,FOG_AND_CLOUD,6.136710000646417,,0,0,1771970892.9936192
2118,esp48,40.0,252,NORMAL,0.468,CLOUD_EXECUTION,6.099817001086194,,0,0,1771970893.0020924
2119,esp19,34.0,732,WARNING,0.701,FOG_AND_CLOUD,6.049880999853485,,0,0,1771970893.0108457
2120,esp24,31.0,769,WARNING,0.699,FOG_AND_CLOUD,6.131268000899581,,0,0,1771970893.0193768
2121,esp13,33.0,368,NORMAL,0.48,CLOUD_EXECUTION,6.217068999831099,,0,0,1771970893.0283391
2122,esp30,26.0,485,NORMAL,0.492,CLOUD_EXECUTION,6.440459001169074,,0,0,1771970893.0376651
2123,esp18,34.0,313,NORMAL,0.456,CLOUD_EXECUTION,6.829084000855801,,0,0,1771970893.0463352
2124,esp49,38.0,394,NORMAL,0.535,CLOUD_EXECUTION,6.069652999940445,,0,0,1771970893.0550978
2125,esp42,27.0,625,WARNING,0.583,FOG_AND_CLOUD,8.286966000014218,,0,0,1771970893.0658164
2126,esp44,41.0,743,CRITICAL,0.764,FOG_EXECUTION,6.116870999903767,,0,0,1771970893.0744007
2127,esp33,35.0,434,NORMAL,0.535,CLOUD_EXECUTION,7.810275001247646,,0,0,1771970893.086231
2128,esp20,40.0,525,WARNING,0.628,FOG_AND_CLOUD,6.441080000513466,,0,0,1771970893.095975
2129,esp25,36.0,399,NORMAL,0.522,CLOUD_EXECUTION,6.20890099889948,,0,0,1771970893.104964
2130,esp37,42.0,475,NORMAL,0.615,CLOUD_EXECUTION,6.696591000945773,,0,0,1771970893.115359
2131,esp50,33.0,547,WARNING,0.585,FOG_AND_CLOUD,6.72073699934117,,0,0,1771970893.1251493
2132,esp39,33.0,496,NORMAL,0.555,CLOUD_EXECUTION,6.1062250006216345,,0,0,1771970893.1338437
2133,esp38,44.0,314,NORMAL,0.536,CLOUD_EXECUTION,6.282194000959862,,0,0,1771970893.1430657
2134,esp26,30.0,782,WARNING,0.699,FOG_AND_CLOUD,6.1597190015163505,,0,0,1771970893.1518753
2135,esp28,44.0,539,WARNING,0.668,FOG_AND_CLOUD,6.123237999418052,,0,0,1771970893.1605117
2136,esp16,41.0,334,NORMAL,0.524,CLOUD_EXECUTION,6.029105999914464,,0,0,1771970893.168947
2137,esp21,40.0,709,CRITICAL,0.736,FOG_EXECUTION,6.709718998536118,,0,0,1771970893.1777294
2138,esp35,36.0,460,NORMAL,0.558,CLOUD_EXECUTION,6.021509001584491,,0,0,1771970893.1862137
2139,esp32,27.0,632,WARNING,0.587,FOG_AND_CLOUD,6.167888999698334,,0,0,1771970893.1953826
2140,esp27,29.0,663,WARNING,0.621,FOG_AND_CLOUD,6.9291839990910375,,0,0,1771970893.204793
2141,esp46,33.0,347,NORMAL,0.468,CLOUD_EXECUTION,6.194831001266721,,0,0,1771970893.2138066
2142,esp40,29.0,262,NORMAL,0.386,CLOUD_EXECUTION,6.679977999738185,,0,0,1771970893.223169
2143,esp34,26.0,222,NORMAL,0.338,CLOUD_EXECUTION,6.834648000221932,,0,0,1771970893.2327905
2144,esp45,40.0,597,WARNING,0.67,FOG_AND_CLOUD,6.854027000372298,,0,0,1771970893.2433836
2145,esp31,26.0,762,WARNING,0.655,FOG_AND_CLOUD,6.363574999340926,,0,0,1771970893.252529
2146,esp23,26.0,549,WARNING,0.53,FOG_AND_CLOUD,6.248539000807796,,0,0,1771970893.2612972
2147,esp43,43.0,442,NORMAL,0.603,CLOUD_EXECUTION,6.117655999332783,,0,0,1771970893.2697997
2148,esp29,31.0,553,WARNING,0.572,FOG_AND_CLOUD,6.27880999854824,,0,0,1771970893.2789207
2149,esp41,35.0,629,WARNING,0.649,FOG_AND_CLOUD,6.1972439998498885,,0,0,1771970893.2875333
2150,esp47,39.0,310,NORMAL,0.494,CLOUD_EXECUTION,6.183254999996279,,0,0,1771970893.2963314
2151,esp1,45.0,372,NORMAL,0.578,CLOUD_EXECUTION,23.25531700080319,,0,0,1771970893.8187335
2152,esp3,45.0,305,NORMAL,0.539,CLOUD_EXECUTION,18.798387000060757,,0,0,1771970893.854622
2153,esp7,36.0,582,WARNING,0.629,FOG_AND_CLOUD,6.1122120005165925,,0,0,1771970893.865252
2154,esp9,42.0,776,CRITICAL,0.791,FOG_EXECUTION,6.337488999633933,,0,0,1771970893.8740065
2155,esp22,26.0,748,WARNING,0.647,FOG_AND_CLOUD,6.307446999926469,,0,0,1771970893.8834136
2156,esp15,34.0,305,NORMAL,0.451,CLOUD_EXECUTION,7.022527001026901,,0,0,1771970893.892903
2157,esp17,25.0,543,WARNING,0.518,FOG_AND_CLOUD,6.16631699995196,,0,0,1771970893.9016023
2158,esp10,26.0,284,NORMAL,0.375,CLOUD_EXECUTION,6.365483999616117,,0,0,1771970893.910747
2159,esp2,41.0,358,NORMAL,0.538,CLOUD_EXECUTION,6.16997700126376,,0,0,1771970893.9193473
2160,esp14,40.0,408,NORMAL,0.559,CLOUD_EXECUTION,6.291636000241851,,0,0,1771970893.928193
2161,esp36,35.0,672,WARNING,0.674,FOG_AND_CLOUD,6.225952998647699,,0,0,1771970893.937085
2162,esp5,32.0,259,NORMAL,0.408,CLOUD_EXECUTION,5.9885229984502075,,0,0,1771970893.9454236
2163,esp8,29.0,413,NORMAL,0.474,CLOUD_EXECUTION,7.043792998956633,,0,0,1771970893.9544823
2164,esp4,39.0,276,NORMAL,0.474,CLOUD_EXECUTION,6.126403000962455,,0,0,1771970893.9640937
2165,esp19,36.0,529,WARNING,0.598,FOG_AND_CLOUD,6.0811769999418175,,0,0,1771970893.9727209
2166,esp13,36.0,235,NORMAL,0.426,CLOUD_EXECUTION,6.239764001293224,,0,0,1771970893.9813485
2167,esp6,26.0,484,NORMAL,0.492,CLOUD_EXECUTION,6.231362000107765,,0,0,1771970893.990433
2168,esp48,33.0,723,WARNING,0.688,FOG_AND_CLOUD,6.574428998646908,,0,0,1771970893.9995458
2169,esp12,25.0,389,NORMAL,0.428,CLOUD_EXECUTION,6.686478000119678,,0,0,1771970894.008176
2170,esp18,43.0,519,WARNING,0.648,FOG_AND_CLOUD,6.728739999743993,,0,0,1771970894.016838
2171,esp24,38.0,423,NORMAL,0.552,CLOUD_EXECUTION,6.182707000334631,,0,0,1771970894.0257013
2172,esp30,37.0,757,WARNING,0.74,FOG_AND_CLOUD,6.210690000443719,,0,0,1771970894.034725
2173,esp11,43.0,308,NORMAL,0.525,CLOUD_EXECUTION,6.250045998967835,,0,0,1771970894.0434701
2174,esp49,35.0,347,NORMAL,0.484,CLOUD_EXECUTION,6.578394000825938,,0,0,1771970894.0525658
2175,esp42,40.0,401,NORMAL,0.555,CLOUD_EXECUTION,6.124698998974054,,0,0,1771970894.0611746
2176,esp33,31.0,475,NORMAL,0.527,CLOUD_EXECUTION,6.216010000571259,,0,0,1771970894.0699687
2177,esp44,27.0,693,WARNING,0.622,FOG_AND_CLOUD,6.25942899932852,,0,0,1771970894.0785818
2178,esp37,45.0,257,NORMAL,0.511,CLOUD_EXECUTION,6.218488000740763,,0,0,1771970894.0876389
2179,esp20,39.0,488,NORMAL,0.598,CLOUD_EXECUTION,6.157063000500784,,0,0,1771970894.0961814
2180,esp25,27.0,270,NORMAL,0.374,CLOUD_EXECUTION,6.1477710005419794,,0,0,1771970894.1047692
2181,esp50,36.0,583,WARNING,0.63,FOG_AND_CLOUD,6.58919699890248,,0,0,1771970894.113723
2182,esp26,37.0,672,WARNING,0.69,FOG_AND_CLOUD,6.326448999971035,,0,0,1771970894.1227112
2183,esp16,39.0,316,NORMAL,0.497,CLOUD_EXECUTION,6.1272740003914805,,0,0,1771970894.1313987
